#
# contig_name	read_name
#
minuta_rep_c703	GO1G54I02JHI7F
minuta_rep_c703	GO1G54I02IP3LH
minuta_rep_c703	GO1G54I02FYCO2
minuta_rep_c703	GO1G54I02GWW8O
minuta_rep_c703	GO1G54I02JRL6O
minuta_rep_c703	GO1G54I02FRWXO
minuta_rep_c703	GO1G54I02HEOU3
minuta_rep_c703	GO1G54I02GKSGI
minuta_rep_c703	GO1G54I02FJ4TR
minuta_rep_c703	GO1G54I02GFTFH
minuta_rep_c703	GO1G54I02JNIFQ
minuta_rep_c704	GO1G54I02HY9O6
minuta_rep_c704	GO1G54I02I7SL6
minuta_rep_c704	GO1G54I02FRM8N
minuta_rep_c704	GO1G54I02JSIPC
minuta_rep_c704	GO1G54I02F7UQF
minuta_rep_c704	GO1G54I02I3SDV
minuta_rep_c704	GO1G54I02I1LN3
minuta_rep_c704	GO1G54I02FS04I
minuta_rep_c704	GO1G54I02I7GSJ
minuta_rep_c704	GO1G54I02IDHDE
minuta_rep_c704	GO1G54I02HJJDU
minuta_rep_c704	GO1G54I02IUG1S
minuta_rep_c704	GO1G54I02JMU53
minuta_rep_c704	GO1G54I02GXXJ9
minuta_rep_c704	GO1G54I02GU1G5
minuta_rep_c704	GO1G54I02F0Q2X
minuta_rep_c704	GO1G54I02JS7AQ
minuta_rep_c704	GO1G54I02JK7TQ
minuta_rep_c704	GO1G54I02H4WFO
minuta_rep_c704	GO1G54I02I46WC
minuta_rep_c704	GO1G54I02GLZXC
minuta_rep_c705	GO1G54I02GXJ8Y
minuta_rep_c705	GO1G54I02GRT11
minuta_rep_c705	GO1G54I02IY7VM
minuta_rep_c705	GO1G54I02HRMIX
minuta_rep_c705	GO1G54I02JZQUG
minuta_rep_c705	GO1G54I02JGYW0
minuta_rep_c705	GO1G54I02HPT03
minuta_rep_c705	GO1G54I02FMY6F
minuta_rep_c705	GO1G54I02IDF0S
minuta_rep_c705	GO1G54I02IYJN3
minuta_rep_c705	GO1G54I02JC7EK
minuta_rep_c705	GO1G54I02I8RUP
minuta_rep_c705	GO1G54I02GI80U
minuta_rep_c705	GO1G54I02HV7J5
minuta_rep_c705	GO1G54I02GSXGD
minuta_rep_c705	GO1G54I02HO75X
minuta_rep_c705	GO1G54I02FJ69Z
minuta_rep_c705	GO1G54I02H8587
minuta_rep_c705	GO1G54I02GQT4H
minuta_rep_c705	GO1G54I02G3M4K
minuta_rep_c705	GO1G54I02HSUN4
minuta_rep_c705	GO1G54I02GQFAW
minuta_rep_c705	GO1G54I02FR23F
minuta_rep_c705	GO1G54I02HL90P
minuta_rep_c705	GO1G54I02H3P8X
minuta_rep_c705	GO1G54I02HPG8H
minuta_rep_c705	GO1G54I02JBFN8
minuta_rep_c705	GO1G54I02JH6SO
minuta_rep_c705	GO1G54I02HCH8E
minuta_rep_c705	GO1G54I02F97OP
minuta_rep_c705	GO1G54I02INRDG
minuta_rep_c705	GO1G54I02F6YAT
minuta_rep_c705	GO1G54I02FTUKM
minuta_rep_c705	GO1G54I02J57KZ
minuta_rep_c705	GO1G54I02G6GXX
minuta_rep_c705	GO1G54I02GSPY2
minuta_rep_c705	GO1G54I02IN8I7
minuta_rep_c705	GO1G54I02GDHJW
minuta_rep_c705	GO1G54I02HI1LC
minuta_rep_c705	GO1G54I02H4F5Z
minuta_rep_c705	GO1G54I02J5VEH
minuta_rep_c705	GO1G54I02FXSHV
minuta_rep_c705	GO1G54I02J3UAE
minuta_rep_c705	GO1G54I02JG0WD
minuta_rep_c705	GO1G54I02HEA8J
minuta_rep_c705	GO1G54I02GC79J
minuta_rep_c705	GO1G54I02JF5WE
minuta_rep_c705	GO1G54I02GLX85
minuta_rep_c705	GO1G54I02G9MA6
minuta_rep_c705	GO1G54I02F2WVR
minuta_rep_c705	GO1G54I02H2RN4
minuta_rep_c706	GO1G54I02HTYKF
minuta_rep_c706	GO1G54I02GLNWF
minuta_rep_c706	GO1G54I02GXC77
minuta_rep_c706	GO1G54I02F6SS3
minuta_rep_c706	GO1G54I02HI1I2
minuta_rep_c706	GO1G54I02JJN91
minuta_rep_c706	GO1G54I02JH98M
minuta_rep_c706	GO1G54I02HLG1E
minuta_rep_c706	GO1G54I02JHCJQ
minuta_rep_c706	GO1G54I02J3CPX
minuta_rep_c706	GO1G54I02ISIM1
minuta_rep_c706	GO1G54I02ICAZ8
minuta_rep_c706	GO1G54I02I2YFI
minuta_rep_c706	GO1G54I02HEQ0D
minuta_rep_c706	GO1G54I02H5TV6
minuta_rep_c706	GO1G54I02GH9H1
minuta_rep_c706	GO1G54I02I0GGT
minuta_rep_c706	GO1G54I02HKPCH
minuta_rep_c706	GO1G54I02IHH1T
minuta_rep_c706	GO1G54I02FCNM6
minuta_rep_c706	GO1G54I02GMZBA
minuta_rep_c707	GO1G54I02G2FG8
minuta_rep_c707	GO1G54I02HCXQ6
minuta_rep_c707	GO1G54I02JJTFH
minuta_rep_c707	GO1G54I02IBG5N
minuta_rep_c707	GO1G54I02IQF4Y
minuta_rep_c707	GO1G54I02GDSHT
minuta_rep_c707	GO1G54I02JJT8C
minuta_rep_c707	GO1G54I02GCW1S
minuta_rep_c707	GO1G54I02FGAW5
minuta_rep_c707	GO1G54I02H1D0U
minuta_rep_c707	GO1G54I02HI41N
minuta_rep_c707	GO1G54I02GTMEC
minuta_rep_c707	GO1G54I02G90E1
minuta_rep_c707	GO1G54I02F4YSV
minuta_rep_c707	GO1G54I02F55GU
minuta_rep_c707	GO1G54I02FUXED
minuta_rep_c707	GO1G54I02GLMIL
minuta_rep_c707	GO1G54I02FQI3K
minuta_rep_c707	GO1G54I02IWA8D
minuta_rep_c707	GO1G54I02JBYOQ
minuta_rep_c707	GO1G54I02FE4SY
minuta_rep_c707	GO1G54I02H7B7I
minuta_rep_c707	GO1G54I02HGP7W
minuta_rep_c707	GO1G54I02IP2YL
minuta_rep_c707	GO1G54I02FTG7Y
minuta_rep_c707	GO1G54I02JI1M0
minuta_rep_c707	GO1G54I02F9JFJ
minuta_rep_c707	GO1G54I02FNECE
minuta_rep_c707	GO1G54I02HV0SS
minuta_rep_c707	GO1G54I02F4OO6
minuta_rep_c707	GO1G54I02FC6DI
minuta_rep_c707	GO1G54I02JZ9OO
minuta_rep_c707	GO1G54I02JHQGB
minuta_rep_c708	GO1G54I02H4RVZ
minuta_rep_c708	GO1G54I02HSL3X
minuta_rep_c708	GO1G54I02HCKKI
minuta_rep_c708	GO1G54I02GGH1O
minuta_rep_c708	GO1G54I02FSXHG
minuta_rep_c708	GO1G54I02H4JRI
minuta_rep_c708	GO1G54I02FXV3L
minuta_rep_c708	GO1G54I02ISJN7
minuta_rep_c708	GO1G54I02FLECK
minuta_rep_c708	GO1G54I02FSUW8
minuta_rep_c708	GO1G54I02HPM4R
minuta_rep_c708	GO1G54I02F62XL
minuta_rep_c708	GO1G54I02G2DSX
minuta_rep_c708	GO1G54I02GXEFL
minuta_rep_c708	GO1G54I02GE0SB
minuta_rep_c708	GO1G54I02HHOTA
minuta_rep_c708	GO1G54I02HQ1XZ
minuta_rep_c708	GO1G54I02HP4PH
minuta_rep_c708	GO1G54I02G61WS
minuta_rep_c708	GO1G54I02FTU1P
minuta_rep_c708	GO1G54I02GT4RJ
minuta_rep_c708	GO1G54I02FF8QE
minuta_rep_c708	GO1G54I02IIWI6
minuta_rep_c708	GO1G54I02IV552
minuta_rep_c709	GO1G54I02HD7KF
minuta_rep_c709	GO1G54I02JY3LC
minuta_rep_c709	GO1G54I02JIOFG
minuta_rep_c709	GO1G54I02G03UJ
minuta_rep_c709	GO1G54I02GVLPN
minuta_rep_c709	GO1G54I02HEWDI
minuta_rep_c709	GO1G54I02F7OLB
minuta_rep_c709	GO1G54I02G2RPD
minuta_rep_c709	GO1G54I02HZIMA
minuta_rep_c709	GO1G54I02IMCMN
minuta_rep_c709	GO1G54I02HPPBC
minuta_rep_c709	GO1G54I02JO9US
minuta_rep_c709	GO1G54I02G96IX
minuta_rep_c709	GO1G54I02G48FH
minuta_rep_c709	GO1G54I02GD855
minuta_rep_c709	GO1G54I02F0FO9
minuta_rep_c709	GO1G54I02JAI37
minuta_rep_c709	GO1G54I02H3CM2
minuta_rep_c709	GO1G54I02JLQWN
minuta_rep_c709	GO1G54I02I9075
minuta_rep_c709	GO1G54I02G6LHE
minuta_rep_c709	GO1G54I02FZVVG
minuta_rep_c709	GO1G54I02IG5OD
minuta_rep_c709	GO1G54I02HJODI
minuta_rep_c709	GO1G54I02H38Z7
minuta_rep_c709	GO1G54I02JHL14
minuta_rep_c709	GO1G54I02GM1I4
minuta_rep_c709	GO1G54I02JREC8
minuta_rep_c709	GO1G54I02GMLM1
minuta_rep_c709	GO1G54I02J4ME6
minuta_rep_c709	GO1G54I02GHFU4
minuta_rep_c709	GO1G54I02G8S4A
minuta_rep_c709	GO1G54I02HXA93
minuta_rep_c709	GO1G54I02JI1FB
minuta_rep_c709	GO1G54I02HNFFF
minuta_rep_c709	GO1G54I02FPT0G
minuta_rep_c709	GO1G54I02IBBSS
minuta_rep_c709	GO1G54I02F9YS5
minuta_rep_c709	GO1G54I02FGTBA
minuta_rep_c709	GO1G54I02I6PR1
minuta_rep_c710	GO1G54I02GVAPU
minuta_rep_c710	GO1G54I02GF51M
minuta_rep_c710	GO1G54I02I81OA
minuta_rep_c710	GO1G54I02IGGND
minuta_rep_c710	GO1G54I02FWQ40
minuta_rep_c710	GO1G54I02JPJFA
minuta_rep_c710	GO1G54I02JRBR8
minuta_rep_c710	GO1G54I02IDDB9
minuta_rep_c710	GO1G54I02FZ3VN
minuta_rep_c710	GO1G54I02JURQY
minuta_rep_c710	GO1G54I02JDMM3
minuta_rep_c710	GO1G54I02FQ6AJ
minuta_rep_c710	GO1G54I02HNDIP
minuta_rep_c710	GO1G54I02FD0T7
minuta_rep_c710	GO1G54I02ISV8D
minuta_rep_c710	GO1G54I02IQVX2
minuta_rep_c710	GO1G54I02JQI5L
minuta_rep_c710	GO1G54I02I3NMQ
minuta_rep_c710	GO1G54I02GUPK2
minuta_rep_c710	GO1G54I02HGVFI
minuta_rep_c710	GO1G54I02FHOBO
minuta_rep_c710	GO1G54I02H2WDV
minuta_rep_c710	GO1G54I02IBMSU
minuta_rep_c710	GO1G54I02GY047
minuta_rep_c710	GO1G54I02HQQBX
minuta_rep_c711	GO1G54I02J4ZES
minuta_rep_c711	GO1G54I02JROX1
minuta_rep_c711	GO1G54I02IM8NJ
minuta_rep_c711	GO1G54I02J0TBB
minuta_rep_c711	GO1G54I02IDFHW
minuta_rep_c711	GO1G54I02GX9SW
minuta_rep_c711	GO1G54I02H3PIF
minuta_rep_c711	GO1G54I02I3AFQ
minuta_rep_c711	GO1G54I02H1F22
minuta_rep_c711	GO1G54I02J0Y9W
minuta_rep_c711	GO1G54I02J4LEZ
minuta_rep_c711	GO1G54I02JMCPI
minuta_rep_c711	GO1G54I02HYHYF
minuta_rep_c711	GO1G54I02JW7R8
minuta_rep_c711	GO1G54I02HSJ2A
minuta_rep_c711	GO1G54I02HQ00G
minuta_rep_c711	GO1G54I02HBUBF
minuta_rep_c711	GO1G54I02JI8EN
minuta_rep_c711	GO1G54I02IGIMT
minuta_rep_c711	GO1G54I02JWGUC
minuta_rep_c711	GO1G54I02HAVUO
minuta_rep_c711	GO1G54I02JDMB5
minuta_rep_c711	GO1G54I02FFLTC
minuta_rep_c711	GO1G54I02GUQ0U
minuta_rep_c711	GO1G54I02GJYO0
minuta_rep_c711	GO1G54I02FIKHS
minuta_rep_c711	GO1G54I02JPAA5
minuta_rep_c711	GO1G54I02FE0PA
minuta_rep_c711	GO1G54I02H6MN9
minuta_rep_c711	GO1G54I02GJYSP
minuta_rep_c711	GO1G54I02F18MQ
minuta_rep_c711	GO1G54I02GQNNS
minuta_rep_c711	GO1G54I02IM33V
minuta_rep_c711	GO1G54I02F3QGP
minuta_rep_c711	GO1G54I02I4U6A
minuta_rep_c711	GO1G54I02H7Y50
minuta_rep_c711	GO1G54I02FHUCY
minuta_rep_c711	GO1G54I02FO3MS
minuta_rep_c711	GO1G54I02JVLES
minuta_rep_c711	GO1G54I02FZQN4
minuta_rep_c711	GO1G54I02FKORB
minuta_rep_c711	GO1G54I02H9SAM
minuta_rep_c711	GO1G54I02FYKDD
minuta_rep_c711	GO1G54I02G675O
minuta_rep_c711	GO1G54I02FYL59
minuta_rep_c711	GO1G54I02H3Y2Q
minuta_rep_c712	GO1G54I02HFP1V
minuta_rep_c712	GO1G54I02GU4S8
minuta_rep_c712	GO1G54I02J5OI8
minuta_rep_c712	GO1G54I02GFZQM
minuta_rep_c712	GO1G54I02HMALY
minuta_rep_c712	GO1G54I02GY3D4
minuta_rep_c712	GO1G54I02FY3KQ
minuta_rep_c712	GO1G54I02ITV3V
minuta_rep_c712	GO1G54I02F8MP9
minuta_rep_c712	GO1G54I02GK3LS
minuta_rep_c712	GO1G54I02G9XHG
minuta_rep_c712	GO1G54I02ITNP5
minuta_rep_c712	GO1G54I02GUV1A
minuta_rep_c712	GO1G54I02I5C30
minuta_rep_c712	GO1G54I02HUE9R
minuta_rep_c712	GO1G54I02ICZ09
minuta_rep_c712	GO1G54I02FN6TT
minuta_rep_c712	GO1G54I02IRPXX
minuta_rep_c712	GO1G54I02IUDIH
minuta_rep_c712	GO1G54I02JPK0F
minuta_rep_c712	GO1G54I02H9QEJ
minuta_rep_c712	GO1G54I02IPNDA
minuta_rep_c712	GO1G54I02IO87C
minuta_rep_c712	GO1G54I02GRYNP
minuta_rep_c712	GO1G54I02HLYSM
minuta_rep_c712	GO1G54I02H9YED
minuta_rep_c712	GO1G54I02H5CTE
minuta_rep_c712	GO1G54I02IEGYF
minuta_rep_c713	GO1G54I02IMVK9
minuta_rep_c713	GO1G54I02HUWDM
minuta_rep_c713	GO1G54I02FHDRP
minuta_rep_c713	GO1G54I02INJDK
minuta_rep_c713	GO1G54I02HK2SZ
minuta_rep_c713	GO1G54I02GXBJ3
minuta_rep_c713	GO1G54I02GXD0T
minuta_rep_c713	GO1G54I02H2E2N
minuta_rep_c713	GO1G54I02ILSR0
minuta_rep_c713	GO1G54I02FHD8W
minuta_rep_c713	GO1G54I02GKX1Q
minuta_rep_c713	GO1G54I02GEA25
minuta_rep_c713	GO1G54I02HJY15
minuta_rep_c713	GO1G54I02HTYVV
minuta_rep_c713	GO1G54I02IJASK
minuta_rep_c713	GO1G54I02GPINX
minuta_rep_c713	GO1G54I02FZV30
minuta_rep_c713	GO1G54I02G5Q80
minuta_rep_c713	GO1G54I02GGVCQ
minuta_rep_c713	GO1G54I02JW34Z
minuta_rep_c713	GO1G54I02HSEAU
minuta_rep_c713	GO1G54I02FLNT1
minuta_rep_c713	GO1G54I02HIYLN
minuta_rep_c713	GO1G54I02JC80B
minuta_rep_c713	GO1G54I02G6CVC
minuta_rep_c713	GO1G54I02JFQ8X
minuta_rep_c713	GO1G54I02FN4U3
minuta_rep_c713	GO1G54I02G45N5
minuta_rep_c713	GO1G54I02H18BG
minuta_rep_c713	GO1G54I02GERK6
minuta_rep_c713	GO1G54I02FQ2RR
minuta_rep_c713	GO1G54I02IXDDD
minuta_rep_c713	GO1G54I02GN60N
minuta_rep_c713	GO1G54I02GE08E
minuta_rep_c713	GO1G54I02HW5PA
minuta_rep_c713	GO1G54I02GO6YD
minuta_rep_c713	GO1G54I02JI4XJ
minuta_rep_c713	GO1G54I02JTAM2
minuta_rep_c713	GO1G54I02GOV00
minuta_rep_c713	GO1G54I02IHKXJ
minuta_rep_c713	GO1G54I02IHLGI
minuta_rep_c713	GO1G54I02HNUOD
minuta_rep_c713	GO1G54I02JYCRP
minuta_rep_c713	GO1G54I02HIYWC
minuta_rep_c713	GO1G54I02G557C
minuta_rep_c713	GO1G54I02J0AG9
minuta_rep_c713	GO1G54I02I6IMZ
minuta_rep_c713	GO1G54I02I027H
minuta_rep_c713	GO1G54I02GM9KI
minuta_rep_c713	GO1G54I02I5RSD
minuta_rep_c713	GO1G54I02FUTDB
minuta_rep_c713	GO1G54I02HXKA0
minuta_rep_c713	GO1G54I02I8R3O
minuta_rep_c713	GO1G54I02G37K1
minuta_rep_c713	GO1G54I02HB86B
minuta_rep_c713	GO1G54I02HLU25
minuta_rep_c713	GO1G54I02GQ8MG
minuta_rep_c713	GO1G54I02G3724
minuta_rep_c713	GO1G54I02HURMM
minuta_rep_c713	GO1G54I02FAPB1
minuta_rep_c713	GO1G54I02F0KF4
minuta_rep_c713	GO1G54I02HYKQU
minuta_rep_c713	GO1G54I02IS896
minuta_rep_c713	GO1G54I02IO8JB
minuta_rep_c713	GO1G54I02HPH25
minuta_rep_c713	GO1G54I02FP6CY
minuta_rep_c713	GO1G54I02GSRD6
minuta_rep_c713	GO1G54I02ILGF9
minuta_rep_c714	GO1G54I02H7PWU
minuta_rep_c714	GO1G54I02HWEVX
minuta_rep_c714	GO1G54I02H4B61
minuta_rep_c714	GO1G54I02HA1SB
minuta_rep_c714	GO1G54I02JSAYT
minuta_rep_c714	GO1G54I02GUGBS
minuta_rep_c714	GO1G54I02HVDLA
minuta_rep_c714	GO1G54I02HMFT5
minuta_rep_c714	GO1G54I02HNAH4
minuta_rep_c714	GO1G54I02IRGT2
minuta_rep_c714	GO1G54I02H70EF
minuta_rep_c714	GO1G54I02IGQ4X
minuta_rep_c714	GO1G54I02IVLN2
minuta_rep_c714	GO1G54I02GS3AN
minuta_rep_c714	GO1G54I02H8HN0
minuta_rep_c714	GO1G54I02GZ6MS
minuta_rep_c714	GO1G54I02IS6NJ
minuta_rep_c714	GO1G54I02HBPYO
minuta_rep_c714	GO1G54I02FX75R
minuta_rep_c714	GO1G54I02G9ORY
minuta_rep_c714	GO1G54I02FJXW1
minuta_rep_c714	GO1G54I02G1OXW
minuta_rep_c714	GO1G54I02I1K5E
minuta_rep_c715	GO1G54I02G5US5
minuta_rep_c715	GO1G54I02G5P0F
minuta_rep_c715	GO1G54I02H36CB
minuta_rep_c715	GO1G54I02GDOH7
minuta_rep_c715	GO1G54I02F1ZXT
minuta_rep_c715	GO1G54I02JE71L
minuta_rep_c715	GO1G54I02IIOTR
minuta_rep_c715	GO1G54I02H8MF0
minuta_rep_c715	GO1G54I02IWG4Z
minuta_rep_c715	GO1G54I02IG7NI
minuta_rep_c715	GO1G54I02HLYWF
minuta_rep_c715	GO1G54I02JPASN
minuta_rep_c715	GO1G54I02JTKPZ
minuta_rep_c715	GO1G54I02IC6ZA
minuta_rep_c715	GO1G54I02G07XY
minuta_rep_c715	GO1G54I02IWVW6
minuta_rep_c715	GO1G54I02HPB2E
minuta_rep_c715	GO1G54I02HEHG2
minuta_rep_c715	GO1G54I02GA91C
minuta_rep_c715	GO1G54I02HKGCW
minuta_rep_c715	GO1G54I02HCB92
minuta_rep_c715	GO1G54I02JELV1
minuta_rep_c715	GO1G54I02JPIV5
minuta_rep_c716	GO1G54I02HD70R
minuta_rep_c716	GO1G54I02JFT3U
minuta_rep_c716	GO1G54I02IMVKJ
minuta_rep_c716	GO1G54I02GTZSK
minuta_rep_c716	GO1G54I02JN37B
minuta_rep_c716	GO1G54I02JI3WA
minuta_rep_c716	GO1G54I02JDOQ2
minuta_rep_c716	GO1G54I02HG9PD
minuta_rep_c716	GO1G54I02HEF9J
minuta_rep_c716	GO1G54I02HJUNF
minuta_rep_c716	GO1G54I02J5L63
minuta_rep_c716	GO1G54I02HMXNW
minuta_rep_c716	GO1G54I02G3FHS
minuta_rep_c716	GO1G54I02GZH4R
minuta_rep_c716	GO1G54I02H0ZOV
minuta_rep_c716	GO1G54I02IV7O1
minuta_rep_c716	GO1G54I02HQH1A
minuta_rep_c716	GO1G54I02IODQY
minuta_rep_c716	GO1G54I02FXWKP
minuta_rep_c716	GO1G54I02JOPDS
minuta_rep_c716	GO1G54I02HK81J
minuta_rep_c716	GO1G54I02FQJ20
minuta_rep_c717	GO1G54I02HKCYF
minuta_rep_c717	GO1G54I02HSFJC
minuta_rep_c717	GO1G54I02G9MVZ
minuta_rep_c717	GO1G54I02IL8OZ
minuta_rep_c717	GO1G54I02GTP13
minuta_rep_c717	GO1G54I02G6CJ5
minuta_rep_c717	GO1G54I02GLVWX
minuta_rep_c717	GO1G54I02I9MBT
minuta_rep_c717	GO1G54I02HJWAX
minuta_rep_c717	GO1G54I02H4N3I
minuta_rep_c717	GO1G54I02FLJMG
minuta_rep_c717	GO1G54I02GIOBN
minuta_rep_c717	GO1G54I02H6CBM
minuta_rep_c717	GO1G54I02FWUY1
minuta_rep_c717	GO1G54I02GOL5N
minuta_rep_c717	GO1G54I02JVB6M
minuta_rep_c717	GO1G54I02HBWTB
minuta_rep_c717	GO1G54I02FMP9N
minuta_rep_c717	GO1G54I02JG5EL
minuta_rep_c717	GO1G54I02I7487
minuta_rep_c717	GO1G54I02HOQ7H
minuta_rep_c717	GO1G54I02F3467
minuta_rep_c717	GO1G54I02GJ3ZI
minuta_rep_c717	GO1G54I02JP1U9
minuta_rep_c717	GO1G54I02GFVHI
minuta_rep_c717	GO1G54I02IC9ML
minuta_rep_c718	GO1G54I02GEPNW
minuta_rep_c718	GO1G54I02HOI0B
minuta_rep_c718	GO1G54I02GFL16
minuta_rep_c718	GO1G54I02HCQ58
minuta_rep_c718	GO1G54I02GFYFU
minuta_rep_c718	GO1G54I02HX2ON
minuta_rep_c718	GO1G54I02I143W
minuta_rep_c718	GO1G54I02GCORL
minuta_rep_c718	GO1G54I02G9400
minuta_rep_c718	GO1G54I02JB80Q
minuta_rep_c718	GO1G54I02HF9V1
minuta_rep_c718	GO1G54I02G4XNI
minuta_rep_c718	GO1G54I02H0PFB
minuta_rep_c718	GO1G54I02GH2OX
minuta_rep_c718	GO1G54I02FVGB3
minuta_rep_c718	GO1G54I02JM75X
minuta_rep_c718	GO1G54I02JLL0S
minuta_rep_c718	GO1G54I02G3PP9
minuta_rep_c718	GO1G54I02IEK6E
minuta_rep_c718	GO1G54I02FBFN0
minuta_rep_c718	GO1G54I02F9XS8
minuta_rep_c718	GO1G54I02IRYHG
minuta_rep_c718	GO1G54I02JZCOL
minuta_rep_c718	GO1G54I02FGTVL
minuta_rep_c718	GO1G54I02F207Q
minuta_rep_c718	GO1G54I02J2S4J
minuta_rep_c718	GO1G54I02FGW1I
minuta_rep_c718	GO1G54I02F4SAF
minuta_rep_c718	GO1G54I02FQ30Y
minuta_rep_c718	GO1G54I02FD4WA
minuta_rep_c718	GO1G54I02FVL0S
minuta_rep_c718	GO1G54I02FQ4RK
minuta_rep_c718	GO1G54I02HT3TY
minuta_rep_c719	GO1G54I02JAIRM
minuta_rep_c719	GO1G54I02JFNOJ
minuta_rep_c719	GO1G54I02HBDHW
minuta_rep_c719	GO1G54I02IS8GO
minuta_rep_c719	GO1G54I02FXXVT
minuta_rep_c719	GO1G54I02JZ06P
minuta_rep_c719	GO1G54I02H6ZMT
minuta_rep_c719	GO1G54I02HUZ0Q
minuta_rep_c719	GO1G54I02IOSG6
minuta_rep_c719	GO1G54I02HWELG
minuta_rep_c719	GO1G54I02FXY5Y
minuta_rep_c719	GO1G54I02IPR94
minuta_rep_c719	GO1G54I02IYVZD
minuta_rep_c719	GO1G54I02GA4CN
minuta_rep_c719	GO1G54I02JVVF7
minuta_rep_c719	GO1G54I02FKKW8
minuta_rep_c719	GO1G54I02JPZBF
minuta_rep_c719	GO1G54I02HQHV9
minuta_rep_c719	GO1G54I02GB8JD
minuta_rep_c719	GO1G54I02H8FFI
minuta_rep_c719	GO1G54I02JQ2OK
minuta_rep_c719	GO1G54I02IMYSR
minuta_rep_c719	GO1G54I02G1TQB
minuta_rep_c719	GO1G54I02I4BS3
minuta_rep_c719	GO1G54I02GX6MU
minuta_rep_c719	GO1G54I02GQOC0
minuta_rep_c719	GO1G54I02HGI03
minuta_rep_c719	GO1G54I02H4FFR
minuta_rep_c720	GO1G54I02G3MTY
minuta_rep_c720	GO1G54I02FSAW1
minuta_rep_c720	GO1G54I02IT52Q
minuta_rep_c720	GO1G54I02FOH24
minuta_rep_c720	GO1G54I02GBFLW
minuta_rep_c720	GO1G54I02I464W
minuta_rep_c721	GO1G54I02HLZS7
minuta_rep_c721	GO1G54I02HGIRR
minuta_rep_c721	GO1G54I02GT5CD
minuta_rep_c721	GO1G54I02IN5NA
minuta_rep_c721	GO1G54I02F0ZGM
minuta_rep_c721	GO1G54I02JU00C
minuta_rep_c721	GO1G54I02JE6NM
minuta_rep_c721	GO1G54I02FCLCO
minuta_rep_c721	GO1G54I02FFRBA
minuta_rep_c721	GO1G54I02IA8NU
minuta_rep_c721	GO1G54I02IQTY3
minuta_rep_c721	GO1G54I02F8QS6
minuta_rep_c721	GO1G54I02G3CXK
minuta_rep_c721	GO1G54I02G0BU1
minuta_rep_c721	GO1G54I02JERTW
minuta_rep_c721	GO1G54I02GEANB
minuta_rep_c721	GO1G54I02HGQHE
minuta_rep_c721	GO1G54I02H8WT5
minuta_rep_c721	GO1G54I02G1MOF
minuta_rep_c721	GO1G54I02F8VOK
minuta_rep_c721	GO1G54I02IKQTR
minuta_rep_c721	GO1G54I02IBNGD
minuta_rep_c721	GO1G54I02GMT5C
minuta_rep_c721	GO1G54I02F50P0
minuta_rep_c721	GO1G54I02FUO18
minuta_rep_c721	GO1G54I02G0HJK
minuta_rep_c721	GO1G54I02JBC3I
minuta_rep_c721	GO1G54I02F8MAL
minuta_rep_c722	GO1G54I02H2XAK
minuta_rep_c722	GO1G54I02HQ50A
minuta_rep_c722	GO1G54I02H70LL
minuta_rep_c722	GO1G54I02GRHHD
minuta_rep_c722	GO1G54I02GOS6J
minuta_rep_c722	GO1G54I02IAVDJ
minuta_rep_c722	GO1G54I02GSO96
minuta_rep_c722	GO1G54I02ITF0U
minuta_rep_c722	GO1G54I02JQC5X
minuta_rep_c722	GO1G54I02F9ICW
minuta_rep_c722	GO1G54I02H9J6F
minuta_rep_c722	GO1G54I02I2YKQ
minuta_rep_c722	GO1G54I02JGH4N
minuta_rep_c722	GO1G54I02JUL17
minuta_rep_c722	GO1G54I02I9QLA
minuta_rep_c722	GO1G54I02HYAJD
minuta_rep_c722	GO1G54I02FPKJF
minuta_rep_c722	GO1G54I02GCO63
minuta_rep_c722	GO1G54I02GTP5G
minuta_rep_c722	GO1G54I02GJRKG
minuta_rep_c722	GO1G54I02GW26A
minuta_rep_c722	GO1G54I02IM36R
minuta_rep_c722	GO1G54I02HA98Y
minuta_rep_c722	GO1G54I02H6827
minuta_rep_c722	GO1G54I02F00MM
minuta_rep_c722	GO1G54I02IVO2W
minuta_rep_c722	GO1G54I02J2TF0
minuta_rep_c722	GO1G54I02GF8OQ
minuta_rep_c722	GO1G54I02F698J
minuta_rep_c722	GO1G54I02IFQUW
minuta_rep_c722	GO1G54I02FF6HE
minuta_rep_c722	GO1G54I02JGI60
minuta_rep_c722	GO1G54I02H2RMM
minuta_rep_c722	GO1G54I02GC0OA
minuta_rep_c722	GO1G54I02JMPLF
minuta_rep_c722	GO1G54I02IVPAO
minuta_rep_c722	GO1G54I02J35PV
minuta_rep_c722	GO1G54I02GS6I3
minuta_rep_c722	GO1G54I02F5W26
minuta_rep_c722	GO1G54I02H0459
minuta_rep_c722	GO1G54I02H08YQ
minuta_rep_c722	GO1G54I02GKUIE
minuta_rep_c722	GO1G54I02FJXHL
minuta_rep_c722	GO1G54I02IKTAR
minuta_rep_c722	GO1G54I02FS9XK
minuta_rep_c722	GO1G54I02G7UXE
minuta_rep_c722	GO1G54I02FRO9E
minuta_rep_c723	GO1G54I02GT9TD
minuta_rep_c723	GO1G54I02JCM0H
minuta_rep_c723	GO1G54I02IDSI3
minuta_rep_c723	GO1G54I02HWOGN
minuta_rep_c723	GO1G54I02G9O8K
minuta_rep_c723	GO1G54I02JVYUR
